word,PMI_Pos,PMI_Neg,PMI_Diff,freq_total,freq_pos,freq_neg
sibonga,1.2213950517558412,0.0,1.2213950517558412,1,1,0
ezithile,1.2213950517558412,0.0,1.2213950517558412,1,1,0
kunjalo-ke,1.2213950517558412,0.0,1.2213950517558412,1,1,0
yomcebo,1.2213950517558412,0.0,1.2213950517558412,1,1,0
usumenyezelwe-ke,1.2213950517558412,0.0,1.2213950517558412,1,1,0
umcebo,1.2213950517558412,0.0,1.2213950517558412,1,1,0
ikhono,1.2213950517558412,0.0,1.2213950517558412,1,1,0
lokufunda,1.2213950517558412,0.0,1.2213950517558412,2,2,0
ukugubha,1.2213950517558412,0.0,1.2213950517558412,1,1,0
kusuke,1.2213950517558412,0.0,1.2213950517558412,1,1,0
kufundiswa,1.2213950517558412,0.0,1.2213950517558412,1,1,0
wokubumbeka,1.2213950517558412,0.0,1.2213950517558412,1,1,0
kwezinhlanga,1.2213950517558412,0.0,1.2213950517558412,1,1,0
ezahlukene,1.2213950517558412,0.0,1.2213950517558412,3,3,0
uphila,1.2213950517558412,0.0,1.2213950517558412,1,1,0
kangcono,1.2213950517558412,0.0,1.2213950517558412,6,6,0
ngokuveza,1.2213950517558412,0.0,1.2213950517558412,1,1,0
adwetshelwe,1.2213950517558412,0.0,1.2213950517558412,1,1,0
esiphethweni,1.2213950517558412,0.0,1.2213950517558412,1,1,0
asho,1.2213950517558412,0.0,1.2213950517558412,1,1,0
ngingalokhu,1.2213950517558412,0.0,1.2213950517558412,1,1,0
ngigudla,1.2213950517558412,0.0,1.2213950517558412,1,1,0
iguma,1.2213950517558412,0.0,1.2213950517558412,1,1,0
thamsanqa,1.2213950517558412,0.0,1.2213950517558412,1,1,0
okwaziyo,1.2213950517558412,0.0,1.2213950517558412,1,1,0
kamakoti,1.2213950517558412,0.0,1.2213950517558412,1,1,0
nishade,1.2213950517558412,0.0,1.2213950517558412,1,1,0
kanyekanye,1.2213950517558412,0.0,1.2213950517558412,1,1,0
kubafundi,1.2213950517558412,0.0,1.2213950517558412,1,1,0
yokuthuthukisa,1.2213950517558412,0.0,1.2213950517558412,1,1,0
elidala,1.2213950517558412,0.0,1.2213950517558412,1,1,0
kuvuthondaba,1.2213950517558412,0.0,1.2213950517558412,2,2,0
othi,1.2213950517558412,0.0,1.2213950517558412,2,2,0
kudela,1.2213950517558412,0.0,1.2213950517558412,1,1,0
owaziyo,1.2213950517558412,0.0,1.2213950517558412,1,1,0
ubhuku,1.2213950517558412,0.0,1.2213950517558412,1,1,0
lwamanqe,1.2213950517558412,0.0,1.2213950517558412,1,1,0
ekugqamiseni,1.2213950517558412,0.0,1.2213950517558412,2,2,0
noveli,1.2213950517558412,0.0,1.2213950517558412,2,2,0
elaziwayo,1.2213950517558412,0.0,1.2213950517558412,1,1,0
endlunkulu,1.2213950517558412,0.0,1.2213950517558412,1,1,0
akukonakali,1.2213950517558412,0.0,1.2213950517558412,1,1,0
akulungile,1.2213950517558412,0.0,1.2213950517558412,1,1,0
ukucwasa,1.2213950517558412,0.0,1.2213950517558412,1,1,0
imisebenzi,1.2213950517558412,0.0,1.2213950517558412,2,2,0
edelelekile,1.2213950517558412,0.0,1.2213950517558412,1,1,0
kuhambisana,1.2213950517558412,0.0,1.2213950517558412,1,1,0
nesigqi,1.2213950517558412,0.0,1.2213950517558412,1,1,0
ekubhebhethekiseni,1.2213950517558412,0.0,1.2213950517558412,2,2,0
kuze,1.2213950517558412,0.0,1.2213950517558412,2,2,0
kuyofika,1.2213950517558412,0.0,1.2213950517558412,2,2,0
ngifunga,1.2213950517558412,0.0,1.2213950517558412,1,1,0
ngiyagomela,1.2213950517558412,0.0,1.2213950517558412,1,1,0
okuningi,1.2213950517558412,0.0,1.2213950517558412,2,2,0
siye,1.2213950517558412,0.0,1.2213950517558412,1,1,0
sihlale,1.2213950517558412,0.0,1.2213950517558412,1,1,0
sibonisane,1.2213950517558412,0.0,1.2213950517558412,1,1,0
sigcine,1.2213950517558412,0.0,1.2213950517558412,1,1,0
sifinyelela,1.2213950517558412,0.0,1.2213950517558412,1,1,0
esivumelwaneni,1.2213950517558412,0.0,1.2213950517558412,1,1,0
ngixolele,1.2213950517558412,0.0,1.2213950517558412,1,1,0
ihlaya,1.2213950517558412,0.0,1.2213950517558412,1,1,0
ngamanani,1.2213950517558412,0.0,1.2213950517558412,1,1,0
mbongi,1.2213950517558412,0.0,1.2213950517558412,1,1,0
imifanekisomqondo,1.2213950517558412,0.0,1.2213950517558412,1,1,0
ukugqamisa,1.2213950517558412,0.0,1.2213950517558412,1,1,0
umoya,1.2213950517558412,0.0,1.2213950517558412,3,3,0
ugqozi,1.2213950517558412,0.0,1.2213950517558412,1,1,0
ngempumelelo,1.2213950517558412,0.0,1.2213950517558412,5,5,0
yembongi,1.2213950517558412,0.0,1.2213950517558412,1,1,0
bokubumba,1.2213950517558412,0.0,1.2213950517558412,1,1,0
abathile,1.2213950517558412,0.0,1.2213950517558412,1,1,0
abenza,1.2213950517558412,0.0,1.2213950517558412,2,2,0
ongcono,1.2213950517558412,0.0,1.2213950517558412,1,1,0
kunowabo,1.2213950517558412,0.0,1.2213950517558412,1,1,0
inkondlo,1.2213950517558412,0.0,1.2213950517558412,1,1,0
ngokwesakhiwo,1.2213950517558412,0.0,1.2213950517558412,1,1,0
sangaphandle,1.2213950517558412,0.0,1.2213950517558412,1,1,0
ekutheni,1.2213950517558412,0.0,1.2213950517558412,1,1,0
afunde,1.2213950517558412,0.0,1.2213950517558412,1,1,0
ukuhlukana,1.2213950517558412,0.0,1.2213950517558412,1,1,0
kubalulekile,1.2213950517558412,0.0,1.2213950517558412,3,3,0
zivakashelwe,1.2213950517558412,0.0,1.2213950517558412,1,1,0
unesithunzi,1.2213950517558412,0.0,1.2213950517558412,1,1,0
adalwa,1.2213950517558412,0.0,1.2213950517558412,1,1,0
naso,1.2213950517558412,0.0,1.2213950517558412,1,1,0
